Date,Close
1/4/2016,15.38
1/5/2016,15.41
1/7/2016,14.91
1/11/2016,14.86
1/12/2016,14.93
1/13/2016,14.59
1/14/2016,14.66
1/15/2016,14.24
1/18/2016,14.22
1/19/2016,14.37
1/20/2016,14.07
1/21/2016,14.28
1/22/2016,14.83
1/25/2016,14.41
1/26/2016,14.5
1/27/2016,14.7
1/28/2016,15.06
1/29/2016,15.2
2/1/2016,15.11
2/2/2016,14.91
2/3/2016,14.92
2/4/2016,15.15
2/5/2016,15.09
2/8/2016,14.8
2/9/2016,14.47
2/10/2016,14.23
2/11/2016,14.02
2/12/2016,14.5
2/16/2016,14.79
2/17/2016,15.08
2/18/2016,15.11
2/19/2016,15.06
2/22/2016,14.98
2/23/2016,14.83
2/24/2016,14.49
2/25/2016,14.59
2/26/2016,14.69
2/29/2016,14.76
3/1/2016,15.09
3/2/2016,15.11
3/3/2016,15.26
3/4/2016,15.35
3/7/2016,15.47
3/8/2016,15.6
3/9/2016,15.68
3/10/2016,15.68
3/11/2016,15.79
3/14/2016,15.76
3/15/2016,15.84
3/16/2016,15.88
3/17/2016,16.06
3/18/2016,15.99
3/21/2016,16.07
3/22/2016,16.05
3/23/2016,15.98
3/24/2016,15.81
3/28/2016,15.86
3/29/2016,15.89
3/30/2016,16.01
3/31/2016,15.92
4/1/2016,15.98
4/4/2016,15.92
4/5/2016,15.87
4/6/2016,15.84
4/7/2016,15.69
4/8/2016,15.86
4/11/2016,15.87
4/12/2016,16.01
4/13/2016,16.18
4/14/2016,16.26
4/15/2016,16.27
4/18/2016,16.3
4/19/2016,16.43
4/20/2016,16.55
4/21/2016,16.47
4/22/2016,16.49
4/25/2016,16.45
4/26/2016,16.43
4/27/2016,16.49
4/28/2016,16.43
4/29/2016,16.47
5/2/2016,16.38
5/3/2016,16.12
5/4/2016,16.03
5/5/2016,16
5/6/2016,15.99
5/9/2016,15.91
5/10/2016,16.07
5/11/2016,16.13
5/12/2016,16.21
5/13/2016,16.17
5/16/2016,16.23
5/17/2016,16.18
5/18/2016,16.32
5/19/2016,16.22
5/20/2016,16.32
5/24/2016,16.45
5/25/2016,16.62
5/26/2016,16.52
5/27/2016,16.56
5/30/2016,16.55
5/31/2016,16.44
6/1/2016,16.45
6/2/2016,16.55
6/3/2016,16.57
6/6/2016,16.66
6/7/2016,16.82
6/8/2016,16.79
6/9/2016,16.71
6/10/2016,16.58
6/13/2016,16.5
6/14/2016,16.34
6/15/2016,16.35
6/16/2016,16.32
6/17/2016,16.33
6/20/2016,16.45
6/21/2016,16.54
6/22/2016,16.55
6/23/2016,16.7
6/24/2016,16.34
6/27/2016,15.98
6/28/2016,16.23
6/29/2016,16.24
6/30/2016,16.15
7/4/2016,16.28
7/5/2016,16.22
7/6/2016,16.19
7/7/2016,16.15
7/8/2016,16.24
7/11/2016,16.36
7/12/2016,16.51
7/13/2016,16.57
7/14/2016,16.62
7/15/2016,16.67
7/18/2016,16.64
7/19/2016,16.64
7/20/2016,16.71
7/21/2016,16.7
7/22/2016,16.73
7/25/2016,16.72
7/26/2016,16.73
7/27/2016,16.63
7/28/2016,16.66
7/29/2016,16.62
8/2/2016,16.45
8/3/2016,16.46
8/4/2016,16.44
8/5/2016,16.59
8/8/2016,16.71
8/9/2016,16.79
8/10/2016,16.76
8/11/2016,16.83
8/12/2016,16.78
8/15/2016,16.78
8/16/2016,16.74
8/17/2016,16.77
8/18/2016,16.73
8/19/2016,16.78
8/22/2016,16.83
8/23/2016,17.02
8/24/2016,17.09
8/25/2016,17.1
8/26/2016,17.06
8/29/2016,17.11
8/30/2016,17.19
8/31/2016,17.08
9/1/2016,17.13
9/2/2016,17.17
9/6/2016,17.17
9/7/2016,17.17
9/8/2016,17.18
9/9/2016,17.07
9/12/2016,17.04
9/13/2016,16.89
9/14/2016,16.92
9/15/2016,17.07
9/16/2016,17
9/19/2016,17.02
9/20/2016,17.07
9/21/2016,17.15
9/22/2016,17.22
9/23/2016,17.14
9/26/2016,17.09
9/27/2016,16.99
9/28/2016,17.12
9/29/2016,17.08
9/30/2016,17.09
10/3/2016,17.04
10/4/2016,16.95
10/5/2016,17.01
10/6/2016,17.01
10/7/2016,16.96
10/11/2016,16.96
10/12/2016,16.99
10/13/2016,17.05
10/14/2016,17.05
10/17/2016,17.03
10/18/2016,17.17
10/19/2016,17.22
10/20/2016,17.27
10/21/2016,17.31
10/24/2016,17.36
10/25/2016,17.37
10/26/2016,17.31
10/27/2016,17.39
10/28/2016,17.36
10/31/2016,17.38
11/1/2016,17.31
11/2/2016,17.18
11/3/2016,17.19
11/4/2016,17.08
11/7/2016,17.28
11/8/2016,17.35
11/9/2016,17.4
11/10/2016,17.55
11/11/2016,17.48
11/14/2016,17.56
11/15/2016,17.61
11/16/2016,17.59
11/17/2016,17.72
11/18/2016,17.77
11/21/2016,17.91
11/22/2016,17.93
11/23/2016,17.98
11/24/2016,17.98
11/25/2016,17.93
11/28/2016,17.87
11/29/2016,17.99
11/30/2016,17.9
12/1/2016,17.94
12/2/2016,18
12/5/2016,18.08
12/6/2016,18.19
12/7/2016,18.28
12/8/2016,18.4
12/9/2016,18.47
12/12/2016,18.47
12/13/2016,18.5
12/14/2016,18.46
12/15/2016,18.57
12/16/2016,18.52
12/19/2016,18.56
12/20/2016,18.59
12/21/2016,18.6
12/22/2016,18.67
12/23/2016,18.54
12/28/2016,18.51
12/29/2016,18.46
12/30/2016,18.38
1/3/2017,18.5
1/4/2017,18.66
1/5/2017,18.7
1/6/2017,18.69
1/9/2017,18.63
1/10/2017,18.63
1/11/2017,18.74
1/12/2017,18.69
1/13/2017,18.75
1/16/2017,18.71
1/17/2017,18.6
1/18/2017,18.61
1/19/2017,18.69
1/20/2017,18.78
1/23/2017,18.8
1/24/2017,18.89
1/25/2017,18.98
1/26/2017,18.98
1/27/2017,18.98
1/30/2017,18.92
1/31/2017,18.79
2/1/2017,18.8
2/2/2017,18.76
2/3/2017,18.9
2/6/2017,18.94
2/7/2017,19.02
2/8/2017,19.05
2/9/2017,19.13
2/10/2017,19.2
2/13/2017,19.24
2/14/2017,19.29
2/15/2017,19.36
2/16/2017,19.41
2/17/2017,19.4
2/21/2017,19.42
2/22/2017,19.49
2/23/2017,19.39
2/24/2017,19.2
2/27/2017,19.2
2/28/2017,19.02
3/1/2017,19.23
3/2/2017,19.28
3/3/2017,19.37
3/6/2017,19.46
3/7/2017,19.43
3/8/2017,19.41
3/9/2017,19.34
3/10/2017,19.16
3/13/2017,19.21
3/14/2017,19.14
3/15/2017,18.99
3/16/2017,19.07
3/17/2017,18.97
3/20/2017,18.85
3/21/2017,18.63
3/22/2017,18.63
3/23/2017,18.81
3/24/2017,18.81
3/27/2017,18.87
3/28/2017,18.94
3/29/2017,18.97
3/30/2017,18.86
3/31/2017,18.82
4/3/2017,18.89
4/4/2017,18.93
4/5/2017,18.85
4/6/2017,18.97
4/7/2017,18.92
4/10/2017,18.87
4/11/2017,18.75
4/12/2017,18.64
4/13/2017,18.41
4/17/2017,18.65
4/18/2017,18.55
4/19/2017,18.53
4/20/2017,18.58
4/21/2017,18.56
4/24/2017,18.79
4/25/2017,18.8
4/26/2017,18.51
4/27/2017,18.14
4/28/2017,18.21
5/1/2017,18.16
5/2/2017,18.05
5/3/2017,18.03
5/4/2017,17.94
5/5/2017,18.18
5/8/2017,18.22
5/9/2017,18.06
5/10/2017,18.17
5/11/2017,17.98
5/12/2017,17.9
5/15/2017,18.02
5/16/2017,17.95
5/17/2017,17.66
5/18/2017,17.75
5/19/2017,17.9
5/23/2017,18.07
5/24/2017,17.9
5/25/2017,17.88
5/26/2017,17.82
5/29/2017,17.86
5/30/2017,17.84
5/31/2017,17.85
6/1/2017,17.9
6/2/2017,17.94
6/5/2017,17.9
6/6/2017,17.78
6/7/2017,17.84
6/8/2017,18.02
6/9/2017,18.22
6/12/2017,18.11
6/13/2017,18.1
6/14/2017,17.97
6/15/2017,18.04
6/16/2017,18.11
6/19/2017,18.2
6/20/2017,18.14
6/21/2017,18.06
6/22/2017,18.21
6/23/2017,18.24
6/26/2017,18.22
6/27/2017,18.14
6/28/2017,18.3
6/29/2017,18.25
6/30/2017,18.2
7/4/2017,18.22
7/5/2017,18.33
7/6/2017,18.32
7/7/2017,18.32
7/10/2017,18.34
7/11/2017,18.34
7/12/2017,18.41
7/13/2017,18.43
7/14/2017,18.46
7/17/2017,18.41
7/18/2017,18.36
7/19/2017,18.46
7/20/2017,18.48
7/21/2017,18.44
7/24/2017,18.41
7/25/2017,18.44
7/26/2017,18.27
7/27/2017,18.23
7/28/2017,18.21
7/31/2017,18.27
